fiNum;fiDiasPermanencia;fnTasaRecuperacion;fnTasaLiquidacion;fnAforoUtilizado;fnInteresOrdinario;fnColocacionAnual;fnYield;
2199186;1;;;0.9200;;;;
2462160;52;1.0000;;0.9400;;18690.00;0.0000;
2105583;132;1.0000;;0.8600;595.00;2660.00;0.3402;
2183921;364;1.0000;1.0000;0.9400;342.00;;0.3580;
1180180;208;1.0000;;0.8600;402.00;770.00;0.6766;
2604068;305;1.0000;1.0000;0.9300;1680.00;;0.8785;
183256;53;1.0000;1.0000;0.9300;311.00;;0.2091;
1972478;523;1.0000;1.0000;0.9000;6384.00;10800.00;0.9208;
694059;962;1.0000;1.0000;0.7300;1883.00;;0.4948;
2891065;122;1.0000;1.0000;0.9600;458.00;5600.00;0.1136;
1931151;1;;;0.9300;;;;
1860970;121;0.7500;0.6700;0.9100;10.00;5030.00;0.0022;
1665895;9;1.0000;1.0000;0.3900;103.00;;0.0343;
2418960;121;0.0000;0.0000;0.9300;;;;
2133190;1048;0.9200;0.2500;0.9400;3021.00;;1.8700;
3000482;36;0.0000;0.0000;0.9300;;;;
1338122;741;1.0000;1.0000;0.9200;2242.00;;1.4637;
432478;1;;;0.9300;;;;
3065271;1179;1.0000;1.0000;1.0500;4168.00;9720.00;0.6716;
55413;1;;;0.9300;;;;
2397083;1;;;0.9300;;;;
1046449;38;0.0000;0.0000;0.9300;;;;
2927792;36;0.0000;0.0000;0.8700;32.00;;;
2214070;546;0.7900;0.4300;0.8400;245.00;;0.2455;
2249040;103;1.0000;1.0000;0.6000;100.00;;0.2638;
1249285;1;;;0.9300;;;;
2790401;1789;0.9800;0.8000;0.9200;6848.00;;0.7574;
372179;1360;0.9900;0.9000;0.6600;65593.00;84960.00;1.4411;
2448155;589;1.0000;;0.9200;1371.00;;1.6235;
1196110;68;0.0000;0.0000;0.9200;;720.00;;
2226679;1;;;0.9100;;1280.00;;
2254109;27;1.0000;1.0000;0.9200;74.00;;0.0851;
2542353;3;1.0000;1.0000;0.9200;24.00;;0.0198;
630971;72;1.0000;;0.8600;596.00;3430.00;0.1738;
721056;1;;;0.9400;;;;
1650398;211;0.5000;0.5000;0.9100;1348.00;;0.2324;
2909873;1;;;1.0300;;;;
1842096;64;0.0000;0.0000;0.9100;;1830.00;;
191103;20;1.0000;1.0000;0.9000;70.00;1990.00;0.0352;
1568498;2350;0.9600;0.6800;0.9100;1005.00;700.00;0.8306;
965208;57;0.0000;0.0000;0.8600;;;;
2859562;57;0.0000;0.0000;0.9200;;;;
1294321;37;0.0000;0.0000;0.9100;280.00;;;
1631661;1115;0.9800;0.6700;0.9000;8539.00;;0.4483;
2936049;618;0.8300;0.7600;0.9200;2536.00;37980.00;0.3087;
1279087;1;;;0.9100;;970.00;;
979556;2222;0.9900;0.9200;0.9500;2411.00;2500.00;0.6188;
2505215;2350;1.0000;1.0000;1.0500;31462.00;;0.4407;
2889817;57;0.0000;0.0000;0.9200;;;;
1429662;1;;;0.9300;;;;
1227722;368;1.0000;1.0000;0.9200;846.00;;1.1811;
1793533;1473;0.9700;0.5000;0.9800;3818.00;;0.8371;
548131;935;0.9600;0.0000;0.9000;1857.00;;;
784165;593;1.0000;1.0000;1.2100;3864.00;;2.1699;
2055937;754;0.9700;0.8200;0.8300;30362.00;129080.00;0.7829;
1627006;107;0.3300;0.0000;0.9200;37.00;;;
1442136;1;;;0.9300;;;;
1809928;4;;;0.9300;;;;
544383;1472;1.0000;1.0000;0.8700;1348.00;3340.00;0.4808;
2086685;668;0.9900;0.8000;0.9000;10388.00;;1.5574;
2179283;127;0.5000;0.0000;0.9200;96.00;;;
3043883;122;0.0000;0.0000;0.9200;;1130.00;;
1108190;91;1.0000;1.0000;0.9300;4139.00;27850.00;0.2938;
993764;1;;;0.9300;;;;
401282;417;0.8700;0.2500;1.0700;784.00;;1.5729;
550805;202;0.8300;0.0000;0.8700;185.00;;;
245927;3437;0.9900;0.5000;0.9300;2820.00;;0.9203;
2022810;34;1.0000;1.0000;0.6000;735.00;;0.1470;
678455;1171;0.9500;0.5000;0.9700;1178.00;;1.4236;
840666;1;;;0.9400;;;;
2892904;14;1.0000;1.0000;0.8600;21.00;;0.0239;
2720106;1;;;0.9300;;;;
2138509;551;0.8800;0.3300;0.9200;1287.00;;1.2174;
144718;35;1.0000;1.0000;0.4700;70.00;;0.0467;
448507;165;0.8000;0.5000;0.8900;301.00;;0.5262;
1342189;1170;1.0000;0.9700;0.8800;6111.00;;0.5335;
656485;57;0.0000;0.0000;0.9300;;;;
2073452;2435;0.9900;0.9300;1.0300;33335.00;106820.00;0.8468;
1203373;182;1.0000;1.0000;0.8600;837.00;;0.4359;
173178;292;0.8000;0.3300;0.9900;1552.00;;0.9672;
2162716;571;0.9500;0.8000;0.7700;318.00;;0.2356;
1431511;1;;;0.9300;;;;
866373;1;;;0.9300;;;;
157768;140;1.0000;1.0000;0.9200;341.00;;0.6315;
2250630;313;1.0000;1.0000;0.9200;3136.00;;1.0945;
3021844;10;;;0.9300;;;;
1098881;266;1.0000;1.0000;0.9000;152.00;;0.3333;
2470852;50;1.0000;;0.9100;1308.00;5370.00;0.2436;
2759603;148;0.7500;0.0000;0.9200;1230.00;;;
2552299;27;1.0000;1.0000;0.9100;40.00;;0.0909;
814639;149;0.8000;0.5000;0.8800;176.00;;0.4277;
1861855;7;1.0000;1.0000;0.2800;12.00;;0.0240;
64442;466;0.6500;0.2200;0.9600;836.00;23024.00;2.3960;
628792;302;0.7500;0.0000;0.9200;2328.00;;;
617547;1435;0.9700;0.8000;0.9200;2384.00;;1.0348;
1786383;2031;0.8600;0.3300;0.8800;5563.00;;5.0940;
1485628;37;0.0000;0.0000;0.9100;;;;
1454837;381;0.9300;0.7500;0.9700;979.00;;0.9516;
1992407;171;0.5000;0.0000;0.8900;221.00;;;
2100699;1;;;0.9300;;10870.00;;
1223558;1;;;0.9000;;460.00;;
2484041;850;0.9800;0.8000;0.9000;629.00;;0.5420;
1949417;64;0.0000;0.0000;0.9200;;;;
387300;785;0.9700;0.8300;0.5600;2032.00;;0.1280;
1001978;1;;;0.9300;;;;
2255257;531;0.9500;0.6700;0.9700;2916.00;;1.3700;
1747169;150;0.7500;0.5000;0.9200;165.00;;0.1745;
1537263;72;1.0000;1.0000;0.9200;214.00;;0.2612;
1726660;1;;;0.9300;;;;
1128293;2503;1.0000;1.0000;1.0700;21696.00;;0.9359;
1582210;34;1.0000;1.0000;0.9200;153.00;;0.0593;
746045;4;;;0.9300;;;;
2203351;263;1.0000;1.0000;0.8700;4874.00;;0.6643;
624908;120;0.0000;0.0000;0.9300;384.00;;;
1935829;228;0.8600;0.5000;0.9300;178.00;;0.2268;
162906;1;;;0.9300;13.00;;;
2732764;339;0.8200;0.5000;0.9200;2024.00;;0.8039;
1915153;19;1.0000;1.0000;0.9500;18.00;;0.0964;
1109853;1;;;0.9300;;;;
1473263;57;0.0000;0.0000;0.9300;;;;
2490295;271;1.0000;1.0000;0.8600;234.00;;0.6410;
2365151;147;0.5000;0.5000;0.9200;424.00;;0.3325;
1917405;890;0.9900;0.8900;0.9600;3179.00;2520.00;2.4810;
1774281;129;0.3300;0.0000;0.9200;189.00;;;
832728;1513;1.0000;1.0000;1.2000;13659.00;63190.00;0.4705;
845392;871;1.0000;1.0000;1.1600;1276.00;8360.00;0.6086;
3033171;491;0.6400;0.1100;0.9600;126.00;;0.4625;
1026280;57;0.0000;0.0000;0.9200;;;;
2464187;61;0.0000;0.0000;0.9300;;;;
1454023;5;1.0000;1.0000;0.9100;26.00;;0.1040;
2257063;2;;;0.9200;;1730.00;;
235884;128;1.0000;1.0000;0.9000;3772.00;;0.0503;
2907446;1;;;0.9300;;;;
589935;318;0.8500;0.3300;0.9700;2621.00;;1.1295;
457584;1;;;0.9200;;;;
2185288;910;0.9600;0.2300;0.9100;11806.00;;1.8906;
345880;1251;1.0000;1.0000;0.7700;827.00;;0.2835;
2755068;275;0.9400;0.5000;0.8600;501.00;;0.7056;
426918;628;0.8800;0.7500;0.8300;913.00;;2.1987;
434008;3;;;0.9300;;;;
982388;155;0.7500;0.0000;0.8700;213.00;;;
648219;26;1.0000;1.0000;0.8500;24.00;420.00;0.0571;
117935;240;0.7100;0.0000;1.0400;248.00;900.00;;
593731;1426;1.0000;1.0000;0.9400;997.00;6090.00;0.5069;
2654404;355;0.9300;0.8000;0.6300;170.00;2000.00;0.0850;
81786;1874;1.0000;1.0000;0.9000;11214.00;22100.00;0.9437;
2220865;423;0.9600;0.8600;0.8300;3075.00;13640.00;0.6844;
1521305;206;0.8600;0.5000;0.8500;1431.00;;0.6272;
2430469;86;0.5000;0.5000;0.9100;197.00;;0.1031;
668472;64;0.0000;0.0000;0.9100;;2350.00;;
2729060;253;0.7100;0.3300;0.9400;320.00;;0.4939;
1013008;5;;;0.9300;;640.00;;
863167;534;1.0000;1.0000;1.0000;23576.00;21580.00;0.6417;
2126357;1705;0.9800;0.8300;0.8100;6997.00;;1.0105;
393266;57;0.0000;0.0000;0.9200;;;;
335283;47;1.0000;1.0000;0.9300;76.00;;0.1520;
1934524;582;0.9600;0.0000;1.0700;4152.00;2300.00;1.9335;
1415586;64;0.0000;0.0000;0.9200;;;;
1539374;669;1.0000;1.0000;0.9000;3621.00;;0.4419;
2341000;2;;;0.9300;;;;
2619185;1;;;0.9400;;;;
2183894;175;0.7500;0.0000;0.9200;213.00;;;
2251055;1;;;0.9300;;;;
2560691;2;;;0.9100;;;;
2133539;101;0.3300;0.0000;0.9200;75.00;;;
1421916;582;1.0000;1.0000;0.9200;3350.00;;1.3811;
1939182;73;0.0000;0.0000;0.9200;;;;
1281577;120;1.0000;1.0000;0.9200;312.00;;0.4487;
2685682;462;0.9300;0.5000;0.9700;1316.00;;1.2884;
416719;29;1.0000;1.0000;0.9200;584.00;;0.1256;
1062415;5;1.0000;1.0000;0.8600;171.00;12010.00;0.0142;
1009834;84;1.0000;1.0000;0.9300;46.00;;0.0920;
1068585;440;1.0000;1.0000;0.9900;1391.00;;0.2240;
2169934;20;1.0000;1.0000;0.9000;1083.00;12500.00;0.0980;
1199664;152;0.5000;0.5000;0.8600;212.00;;0.0582;
1532978;42;0.0000;0.0000;0.9100;;;;
2601111;64;0.0000;0.0000;0.9200;;;;
2111994;97;1.0000;1.0000;0.9200;112.00;;0.4183;
1610703;251;0.8600;0.0000;0.9200;318.00;;;
1986495;4;;;0.9200;;2680.00;;
826365;2;;;0.9400;;;;
1781828;1;;;0.9300;;;;
426531;57;0.0000;0.0000;0.9200;;;;
587054;2;;;0.9100;;2210.00;;
1927106;154;1.0000;;0.8600;913.00;4500.00;0.2104;
719242;498;1.0000;1.0000;0.8000;908.00;;1.0727;
1717066;1;;;0.9400;1850.00;;;
2950540;1;;;0.9400;;;;
2331287;149;0.5000;0.5000;0.8800;266.00;850.00;0.0463;
631961;415;1.0000;1.0000;0.9500;288.00;;0.2087;
1776076;907;0.9700;0.8000;0.9500;1783.00;;1.6001;
1569198;238;0.8200;0.3300;0.9000;1181.00;;0.4361;
2390953;57;0.0000;0.0000;0.9000;;;;
496011;37;0.0000;0.0000;0.9000;;;;
413583;418;0.9300;0.5000;0.9800;2932.00;;0.9811;
2318078;290;0.8200;0.6000;1.2000;1467.00;5780.00;0.7739;
421966;1;;;0.9300;;;;
1140290;1429;0.9100;0.7300;0.8000;1613.00;4830.00;1.8573;
1984686;379;0.8300;0.3300;0.9600;5004.00;;5.2158;
2569533;32;1.0000;;0.9400;152.00;1250.00;0.1216;
2944753;120;0.0000;0.0000;0.8800;;;;
2365021;2155;1.0000;1.0000;1.0300;9860.00;1040.00;1.7856;
1270885;36;0.0000;0.0000;0.9200;;;;
2471509;47;1.0000;1.0000;0.9200;319.00;45030.00;0.0567;
42491;93;1.0000;1.0000;0.9100;57.00;;0.2727;
1601288;157;0.3300;0.3300;0.9000;207.00;;0.1150;
2167999;37;0.0000;0.0000;0.9100;147.00;;;
1069141;1;;;0.9300;;;;
799797;160;0.8300;0.0000;0.9200;272.00;;;
2329769;64;0.0000;0.0000;0.8600;70.00;;;
1460296;141;0.7500;0.5000;0.8800;741.00;;0.2744;
2720646;2059;0.9700;0.2500;0.9400;490.00;;1.9233;
1146312;100;1.0000;1.0000;1.2100;290.00;3590.00;0.1678;
1660097;87;1.0000;1.0000;0.9200;3038.00;;0.3498;
384270;1;;;0.9300;278.00;;;
1948153;1;;;0.9300;;;;
1818134;37;0.0000;0.0000;0.9200;1068.00;;;
1872969;1328;1.0000;1.0000;0.8200;1488.00;;0.6957;
340058;54;1.0000;1.0000;1.0100;818.00;3360.00;0.2506;
2215411;83;1.0000;1.0000;0.9200;384.00;;0.2743;
522277;416;0.8500;0.0000;0.9100;1142.00;;;
877603;1;1.0000;1.0000;1.8800;7.00;600.00;0.0117;
1022762;36;0.0000;0.0000;0.9200;;;;
1862788;65;0.5000;0.5000;0.9800;32.00;12110.00;;
2571933;138;0.5500;0.0000;0.9200;1707.00;;;
1248360;199;0.8300;0.0000;0.9200;379.00;;;
1677132;222;1.0000;1.0000;0.9200;615.00;;0.6798;
458197;61;0.0000;0.0000;0.9200;;;;
63692;212;0.8600;0.5000;0.9300;2580.00;;0.3084;
1486523;1;;;0.9200;;;;
2754428;100;1.0000;1.0000;0.8600;310.00;;0.1879;
2594944;58;0.0000;0.0000;0.9200;;;;
1090790;99;0.0000;0.0000;0.9100;;;;
1704387;1;;;0.9300;;;;
1696126;152;1.0000;1.0000;0.9300;1529.00;;0.2086;
2211818;27;1.0000;1.0000;0.9200;280.00;;0.1029;
2053556;3;;;0.9600;;;;
2913752;85;0.5000;0.0000;0.9200;55.00;;;
21452;151;1.0000;1.0000;0.8500;532.00;;0.4815;
375385;37;0.0000;0.0000;0.9100;;;;
1279343;2350;1.0000;1.0000;1.1400;10824.00;19470.00;1.0074;
2425170;64;0.0000;0.0000;0.9100;;1450.00;;
1588825;290;0.5000;0.5000;0.9000;2748.00;;0.3186;
2992144;37;0.0000;0.0000;0.9100;;;;
2042497;64;0.0000;0.0000;0.9200;;;;
1465978;421;1.0000;1.0000;0.8600;5310.00;;0.9056;
545592;57;0.0000;0.0000;0.9200;;;;
2884226;331;1.0000;1.0000;1.0200;1656.00;6130.00;0.5733;
1612659;94;0.5000;0.0000;0.9600;19.00;;;
2318688;922;1.0000;1.0000;1.1400;8615.00;8060.00;1.7523;
1706436;1571;1.0000;1.0000;1.0600;2372.00;3663.00;0.2245;
2570762;4;;;0.9300;3920.00;;;
1964056;127;0.0000;0.0000;0.8600;;;;
186879;150;1.0000;1.0000;0.8700;259.00;1800.00;0.1439;
1665817;1;;;0.9300;;;;
364418;105;1.0000;1.0000;0.9200;363.00;;0.2227;
1552726;1;;;0.9200;;;;
2541707;367;0.9400;0.8300;0.9300;993.00;;0.3014;
2455066;810;0.9600;0.0000;0.9100;423.00;;;
927760;595;1.0000;1.0000;0.7700;1702.00;;0.7037;
306894;172;0.9100;0.0000;0.9200;427.00;;;
1748714;1607;1.0000;1.0000;0.5800;3248.00;;0.6496;
199408;393;1.0000;1.0000;0.9600;553.00;;0.7724;
2516941;485;1.0000;1.0000;0.9100;451.00;;0.3887;
2731837;1;;;0.9300;51.00;;;
2726398;3;;;0.9300;;;;
810988;2;;;0.9300;;;;
1952862;1;;;0.9300;;;;
1285687;553;1.0000;1.0000;0.9400;1446.00;;0.4985;
1462133;272;1.0000;;0.8600;1218.00;3570.00;0.7465;
849986;691;1.0000;1.0000;0.9800;1550.00;;1.1907;
1002550;111;1.0000;1.0000;1.0900;2060.00;11950.00;0.5627;
2176835;1;;;0.9100;;1070.00;;
1560905;1;;;0.9300;;;;
2045397;2;;;0.9100;;20270.00;;
998335;4;1.0000;;0.8600;;3380.00;0.0000;
1926468;1;;;0.9300;;;;
1334876;88;1.0000;1.0000;0.9200;201.00;;0.2513;
1022951;96;0.6700;0.0000;0.9000;633.00;;;
737049;572;1.0000;1.0000;1.1200;1883.00;17760.00;0.7497;
1937567;475;0.9400;0.7500;0.9600;405.00;;0.5545;
331326;943;1.0000;;0.8900;1030.00;1000.00;0.7598;
1741588;57;0.0000;0.0000;0.9200;1493.00;;;
321843;302;1.0000;1.0000;0.9200;4374.00;;0.7654;
215833;806;0.9600;0.0000;0.8600;1760.00;;;
1426445;63;0.5000;0.5000;0.9200;13.00;;0.0151;
196404;133;0.0000;0.0000;0.9200;;;;
2144260;1;;;0.9300;;;;
2175270;28;1.0000;1.0000;0.9000;146.00;;0.0702;
1589400;18;1.0000;1.0000;0.8600;128.00;;0.0376;
448442;1;;;0.9200;;;;
517399;225;0.6000;0.0000;0.9100;822.00;;;
39447;138;0.3300;0.0000;0.9100;72.00;;;
926419;1262;1.0000;1.0000;1.0700;4596.00;1110.00;0.8645;
1607922;106;1.0000;1.0000;0.9600;2210.00;30620.00;0.3757;
1284757;92;0.5000;0.0000;0.9200;386.00;;;
37930;519;1.0000;1.0000;0.9400;1538.00;;0.9587;
832714;250;0.8000;0.5000;0.9200;436.00;;0.4887;
403077;57;0.0000;0.0000;0.9200;;;;
1818731;66;0.6700;0.5000;0.9200;753.00;;0.1276;
2558881;70;0.6700;0.5000;0.9300;38.00;;0.1263;
1292257;72;0.5000;0.0000;0.9100;168.00;;;
2813785;334;1.0000;1.0000;0.9200;358.00;;1.0100;
2725849;1;;;0.9300;;;;
864204;300;1.0000;1.0000;1.6800;1398.00;;0.3460;
2515354;893;1.0000;1.0000;0.8800;994.00;;0.9458;
2389488;1;;;0.9300;;;;
980500;446;0.9000;0.3300;0.9700;2370.00;;1.5828;
519229;696;1.0000;1.0000;1.1900;5422.00;36468.00;0.7848;
2795943;64;0.0000;0.0000;0.8600;900.00;;;
629228;1;;;0.9400;;;;
2134253;233;0.5700;0.2500;0.7700;697.00;;0.1743;
2225309;160;0.7500;0.6700;0.8900;329.00;2020.00;0.2658;
997666;194;1.0000;1.0000;0.9300;648.00;1860.00;0.3484;
45170;202;1.0000;1.0000;0.9500;1466.00;12960.00;0.6876;
1911402;113;0.6700;0.0000;0.8600;144.00;;;
2162163;1404;0.9400;0.7800;0.9100;3194.00;;1.2074;
2945328;1;;;0.9300;;;;
654003;120;0.6700;0.0000;0.8600;158.00;;;
379187;395;0.9300;0.5000;0.9200;1176.00;;1.2641;
2525779;555;0.8300;0.0000;0.9200;579.00;;;
1079297;2520;1.0000;1.0000;1.0600;51030.00;93400.00;0.7943;
1817692;2;;;0.9200;;;;
2158893;37;0.0000;0.0000;0.9300;3315.00;;;
1739978;157;0.8600;0.0000;0.8500;2332.00;;;
2769007;57;0.0000;0.0000;0.9100;240.00;;;
1131113;54;1.0000;1.0000;0.9000;377.00;;0.2062;
983766;33;1.0000;1.0000;0.9100;120.00;;0.0574;
683519;1;;;0.9300;;;;
2638603;146;0.5000;0.0000;0.9200;3315.00;;;
965012;85;0.5000;0.0000;0.9300;52.00;;;
2051009;57;0.0000;0.0000;0.9200;;;;
709672;406;0.8300;0.5000;0.9200;2318.00;;0.6457;
21979;556;0.8500;0.1300;0.8700;13063.00;;0.6105;
677082;37;0.0000;0.0000;0.9000;167.00;;;
324810;1;;;0.9300;;;;
310991;1204;1.0000;1.0000;0.9200;1954.00;;1.1970;
686504;1176;1.0000;1.0000;0.9300;1898.00;;0.5364;
475633;253;1.0000;1.0000;0.9200;297.00;;0.2034;
1649424;28;1.0000;1.0000;0.9100;168.00;1380.00;0.1217;
322219;1005;0.9700;0.7500;1.0400;1192.00;;0.8343;
3025099;21;1.0000;1.0000;0.9200;182.00;;0.0587;
815211;1;;;0.9300;;;;
2773204;151;0.8000;0.0000;0.9200;152.00;;;
559216;38;0.0000;0.0000;0.9300;;;;
510412;36;0.0000;0.0000;0.9200;3132.00;;;
2286506;2;;;0.9200;;;;
560259;61;0.0000;0.0000;0.9300;;;;
1989058;182;0.5000;0.0000;2.1400;204.00;2187.00;;
3006435;2;;;0.9300;;;;
490521;64;0.5000;0.5000;0.9000;188.00;;0.0900;
2720317;24;1.0000;1.0000;0.9200;69.00;;0.1150;
2479640;57;0.0000;0.0000;0.9200;456.00;;;
1672380;394;1.0000;1.0000;0.9800;1872.00;;0.5623;
2884730;1838;0.9600;0.6700;0.9500;5491.00;8110.00;0.6410;
2926575;733;1.0000;1.0000;0.9900;1375.00;;1.4938;
1816077;36;0.0000;0.0000;0.9200;;;;
2092209;926;1.0000;1.0000;0.8700;3566.00;;1.8288;
741517;147;0.7500;0.0000;0.9000;294.00;;;
2877279;1;;;0.9300;;;;
1487199;1310;1.0000;0.9300;1.0300;1595.00;1250.00;1.2443;
691489;1;;;0.9100;;2040.00;;
2627347;1961;0.9900;0.8300;1.0600;753.00;;0.4739;
2899501;1;;;0.9300;;2970.00;;
708115;95;0.6700;0.0000;0.9200;160.00;;;
694341;237;0.8600;0.0000;0.9000;1200.00;;;
3024241;744;0.9600;0.8300;0.9000;623.00;;0.7108;
1166604;102;0.6700;0.0000;0.9200;356.00;;;
1399554;84;1.0000;1.0000;0.2400;254.00;;0.4317;
2917513;27;1.0000;1.0000;0.9900;100.00;790.00;0.1392;
160329;33;1.0000;1.0000;0.8600;567.00;;0.0624;
1158723;3;;;0.9100;;;;
1777305;1;;;0.9300;;;;
1545587;2197;0.8800;0.3800;0.9500;1821.00;1800.00;1.6451;
1671401;1183;0.9800;0.8800;0.5000;8434.00;;0.2496;
1444918;1;;;0.9100;;1540.00;;
1036553;1;;;0.9300;;;;
2672157;866;0.9400;0.6700;0.9500;1239.00;;1.5486;
897314;1;;;0.9100;;;;
953231;791;1.0000;1.0000;0.9000;1820.00;3260.00;0.5614;
737340;166;1.0000;;1.5100;1065.00;3816.00;0.2791;
1047244;1706;1.0000;1.0000;0.8900;3409.00;4550.00;1.0997;
2461886;386;1.0000;1.0000;1.0100;1881.00;8310.00;0.6171;
2976624;22;;;0.9300;;3980.00;;
1740481;7;1.0000;1.0000;0.4800;52.00;;0.1040;
1395136;583;0.9500;0.8300;0.9300;560.00;;0.7613;
34613;1;;;0.9300;;;;
211363;149;0.7500;0.0000;0.9000;402.00;11510.00;;
1475503;719;0.9800;0.7500;1.0200;3563.00;8906.00;0.6148;
819005;120;0.6700;0.0000;0.9200;360.00;;;
2793366;115;0.0000;0.0000;0.9200;;;;
1925171;2;1.0000;1.0000;0.9000;25.00;;;
2115924;107;0.6700;0.0000;0.8800;172.00;;;
331062;630;1.0000;1.0000;1.0100;703.00;840.00;0.7722;
2454213;168;0.7500;0.0000;0.9000;639.00;;;
168815;570;0.7200;0.0000;0.9200;995.00;;;
1471012;127;0.0000;0.0000;0.9200;;;;
300742;3;;;0.9100;;1560.00;;
2726095;107;1.0000;1.0000;0.9000;434.00;;0.4500;
2715626;1;;;0.9200;;;;
1972176;426;0.9300;0.5000;0.8900;1769.00;;0.7134;
1791423;761;1.0000;1.0000;1.1100;2197.00;8940.00;0.5630;
2672561;431;0.9300;0.5000;0.9200;663.00;;0.4635;
1955316;129;0.6700;0.5000;0.9200;135.00;;0.1087;
264838;36;0.0000;0.0000;0.9200;176.00;;;
1197234;479;0.9200;0.8900;1.0000;629.00;;1.1436;
2079007;36;0.0000;0.0000;0.9100;;;;
2330374;240;0.5900;0.0000;0.9100;3211.00;;;
1609567;166;0.8000;0.0000;0.9200;262.00;;;
807838;111;0.7500;0.6700;0.9500;303.00;;0.2078;
1970552;588;1.0000;1.0000;0.9500;960.00;;1.2308;
2334346;1173;1.0000;1.0000;0.9200;23987.00;;0.9888;
2244678;1;;;0.9400;;;;
520371;195;1.0000;1.0000;0.8600;417.00;750.00;0.8041;
2364625;340;1.0000;1.0000;0.8600;4388.00;;1.0101;
3066429;112;1.0000;1.0000;0.9600;234.00;4900.00;0.1418;
829021;517;1.0000;1.0000;1.1800;5633.00;49420.00;0.7218;
2095523;328;1.0000;1.0000;0.9500;890.00;;0.8589;
227138;36;0.0000;0.0000;0.9200;;;;
2266624;1576;1.0000;1.0000;0.9800;989.00;;0.7538;
1941450;1;;;0.9300;;;;
257937;267;0.8800;0.0000;0.9100;857.00;;;
2528004;92;0.5000;0.0000;0.8600;92.00;;;
2908569;4;;;0.9300;;;;
1243589;1;;;0.9300;;;;
1646545;36;0.0000;0.0000;0.9200;1661.00;;;
2291281;2602;0.9900;0.8000;0.9300;10117.00;;0.7258;
641509;106;1.0000;1.0000;0.7500;56.00;;0.1570;
1267459;140;0.2000;0.2000;0.8900;429.00;;0.1000;
2770029;1128;1.0000;1.0000;1.2200;26930.00;114880.00;0.5973;
1215006;2219;1.0000;1.0000;1.1700;62421.00;288840.00;0.7109;
2125614;3;;;0.9200;;2030.00;;
1573477;1057;1.0000;1.0000;0.9400;1100.00;;0.8151;
969142;754;1.0000;1.0000;0.8600;1502.00;;0.3803;
2468554;1718;0.9700;0.6800;0.9600;9862.00;;1.3340;
2989636;268;0.8800;0.5000;0.9600;346.00;;1.3032;
2229544;764;0.9600;0.8800;0.9600;1467.00;;1.6512;
1293635;92;0.5000;0.0000;0.8600;63.00;;;
33508;84;1.0000;1.0000;0.9100;61.00;;0.0803;
944233;56;1.0000;1.0000;0.9500;8267.00;;3.2830;
2005968;1;;;0.9200;;;;
219978;868;1.0000;1.0000;0.9700;3672.00;2510.00;1.5139;
1850822;289;0.7500;0.3300;0.9300;75.00;;;
1507534;772;0.9000;0.6700;0.8900;2622.00;;1.2092;
2636385;362;1.0000;;0.9000;2132.00;3290.00;0.6620;
1766935;1433;0.9800;0.7500;0.9800;319.00;;0.4958;
2698471;28;1.0000;1.0000;0.9100;530.00;;1.0038;
215315;8;1.0000;1.0000;0.9200;59.00;;0.0518;
1234841;1;;;0.9000;;;;
760881;471;1.0000;1.0000;0.9100;2451.00;;0.8723;
109604;1072;1.0000;1.0000;0.9300;7224.00;;1.7679;
881777;293;0.9000;0.0000;0.8900;207.00;;;
1401222;36;0.0000;0.0000;0.9300;;;;
2392064;176;0.8000;0.0000;0.9200;744.00;;;
156145;1;;;0.9300;;;;
1722892;510;0.8800;0.5000;0.9400;2838.00;2150.00;1.3621;
170833;378;1.0000;1.0000;0.9300;406.00;;0.2061;
1098682;121;0.0000;0.0000;0.9200;;;;
1245779;187;0.0000;0.0000;0.9200;;;;
1370366;31;1.0000;1.0000;0.9100;32.00;;0.0727;
711849;56;1.0000;1.0000;0.8900;94.00;;0.2043;
1926064;111;0.6700;0.0000;0.9300;80.00;;;
649274;418;0.5000;0.0000;0.9200;700.00;;;
2879070;36;1.0000;1.0000;0.9200;289.00;;0.1089;
2487962;1407;1.0000;1.0000;0.9700;1708.00;;0.4003;
270875;557;1.0000;1.0000;0.9200;1920.00;;1.3686;
2736438;556;1.0000;1.0000;0.9700;831.00;;0.9012;
1163959;2056;1.0000;1.0000;1.0700;1136.00;;1.0278;
2535789;36;0.0000;0.0000;0.9200;;;;
72555;113;0.0000;0.0000;0.9200;;;;
2922179;629;1.0000;1.0000;0.9200;617.00;;1.2560;
801815;57;0.0000;0.0000;0.9200;;;;
1874962;912;1.0000;1.0000;0.8800;2954.00;;0.6598;
1545308;99;0.0000;0.0000;0.9100;154.00;;;
1622660;28;1.0000;1.0000;0.9200;61.00;;0.1034;
2968913;57;0.0000;0.0000;0.9200;;;;
620809;233;0.5700;0.0000;0.9300;134.00;;;
1646482;1182;0.7200;0.2500;0.9000;8167.00;;1.4801;
1815548;1;;;0.9300;;;;
339693;1;;;0.9300;;;;
833192;127;0.0000;0.0000;0.9100;;;;
1961331;498;0.9300;0.5000;0.9200;1352.00;;1.5898;
1469575;5;;;0.9200;;15240.00;;
1003839;68;0.5000;0.0000;0.9200;50.00;;;
3053984;676;1.0000;;1.0600;22122.00;;0.4737;
2064168;1786;0.9800;0.8300;0.8900;539.00;;1.1560;
1927829;2;;;0.9200;;;;
2040823;1;;;0.9100;;510.00;;
