fiNum;fiDiasPermanencia;fnTasaRecuperacion;fnTasaLiquidacion;fnAforoUtilizado;fnInteresOrdinario;fnColocacionAnual;fnYield;
3007897;1;;;0.9200;;;;
699796;116;0.6700;0.0000;0.9100;120.00;;;
2185041;317;0.7500;0.5000;1.0700;5578.00;;0.3507;
1079651;1;;;0.9200;;;;
656846;1135;0.9400;0.8300;0.9400;1779.00;;1.9989;
2710301;300;1.0000;1.0000;0.9300;1697.00;;1.9826;
1240950;274;0.7100;0.0000;0.9300;285.00;2400.00;;
629145;1423;1.0000;1.0000;0.9700;5389.00;13980.00;1.0770;
660810;7;;;0.9300;;;;
243707;268;1.0000;1.0000;0.9000;4155.00;21500.00;0.3629;
2998809;297;1.0000;1.0000;0.8700;764.00;6150.00;0.1242;
1136934;4;;;0.9300;;;;
374665;139;1.0000;1.0000;0.9200;1425.00;;0.6179;
1100801;37;0.0000;0.0000;0.9100;;;;
2795416;219;0.7500;0.0000;0.9300;4361.00;;;
2105858;1;;;0.9300;;;;
660180;800;1.0000;1.0000;1.1600;8934.00;;0.8065;
1118177;153;1.0000;;0.8600;481.00;1500.00;0.3407;
1045669;27;1.0000;1.0000;0.9100;7644.00;;4.9994;
1225584;204;0.4000;0.4000;0.9500;367.00;1140.00;0.1283;
1414650;48;1.0000;1.0000;0.8000;3548.00;;0.0499;
1586936;1;;;0.9300;;;;
352330;1;;;0.9400;;;;
781592;4;;;0.9300;;;;
1982090;249;0.8600;0.0000;0.9200;515.00;;;
439167;346;0.8600;0.7500;0.9500;15689.00;;0.7832;
1946591;1;;;0.9300;;;;
2751778;59;0.0000;0.0000;0.9300;;;;
1283379;847;0.6100;0.3400;0.8600;464.00;3500.00;0.1326;
748045;5;;;0.9300;;;;
257922;2587;1.0000;1.0000;0.9800;2380.00;600.00;0.8264;
1866499;283;1.0000;1.0000;0.9000;391.00;1620.00;0.2821;
1833053;121;0.0000;0.0000;0.9200;;;;
2242103;1005;1.0000;1.0000;0.9400;5185.00;13550.00;2.0028;
1345296;386;0.8800;0.7100;0.8800;22675.00;42090.00;0.3634;
824484;103;0.0000;0.0000;0.9200;;;;
792006;1;;;0.9200;;;;
1858629;1;;;0.9300;;;;
879819;1;;;0.9300;;;;
2629223;105;0.5000;0.0000;0.9200;258.00;;;
384515;100;0.0000;0.0000;0.8500;60.00;;;
916220;1;;;0.9300;;;;
1041157;64;0.5000;0.0000;0.9300;22.00;;;
1948408;92;0.5000;0.0000;0.7300;345.00;;;
143411;66;1.0000;1.0000;0.9200;248.00;4980.00;0.1457;
2063988;1732;0.9800;0.5000;1.0200;1480.00;3858.00;1.2346;
2416101;64;0.0000;0.0000;0.9200;;;;
987518;1;;;0.9300;;;;
6752;7;1.0000;1.0000;0.9200;16.00;;0.0229;
1786533;65;0.5000;0.0000;0.9500;973.00;;;
3000642;616;0.9500;0.6700;0.9500;1467.00;;1.2841;
361879;36;0.0000;0.0000;0.9200;732.00;;;
2120336;569;1.0000;1.0000;0.9000;1734.00;;0.7214;
2858153;383;0.9500;0.8900;0.9600;1803.00;13850.00;0.9083;
2739456;234;0.6700;0.0000;0.9200;1800.00;;;
999764;1;;;0.9300;;;;
2503735;2027;0.9900;0.9400;0.9900;2011.00;;2.1652;
2733046;1;;;0.9200;;;;
2359047;204;1.0000;1.0000;0.7900;24360.00;;0.3614;
2568686;1127;0.7700;0.0000;0.9100;2755.00;;;
1574566;1;;;0.9100;;1870.00;;
2185184;2;;;0.9200;34.00;390.00;;
926596;260;0.8800;0.0000;0.8700;237.00;;;
1176319;1485;0.9300;0.3000;0.9200;1919.00;4640.00;0.8341;
1019907;1;;;0.9300;;;;
1682334;25;1.0000;1.0000;0.9200;177.00;;0.0917;
77703;608;1.0000;1.0000;0.8600;11245.00;;0.7371;
2967059;1298;0.8200;0.5600;0.9200;3104.00;2330.00;2.3987;
1622888;511;1.0000;1.0000;0.8600;2104.00;;1.0641;
1506080;68;1.0000;1.0000;0.8800;822.00;;0.1872;
2758258;2;;;0.9300;;;;
1973756;907;0.1000;0.0300;0.9100;674.00;1120.00;0.6808;
1910108;60;0.0000;0.0000;0.9300;;;;
1390185;2;;;0.9300;;;;
960107;1;;;0.9300;;;;
1962229;57;0.0000;0.0000;0.9000;;;;
292356;3;;;0.9200;;;;
1252235;1307;0.9300;0.5400;0.9400;3769.00;4240.00;1.5173;
2205494;170;0.8000;0.0000;0.9300;212.00;;;
2176347;1;;;0.9300;;;;
355789;606;0.9100;0.5000;0.9300;3557.00;;0.9718;
2400161;405;1.0000;1.0000;0.9000;1784.00;;1.2986;
1881199;3;;;0.9300;;;;
2022449;1;;;0.9300;;;;
1046567;66;0.5000;0.0000;0.9200;51.00;;;
594093;150;0.7500;0.0000;0.9200;81.00;;;
1843676;36;0.0000;0.0000;0.9200;;;;
1559242;1462;0.9800;0.8300;1.0500;8972.00;;5.5420;
2638689;2145;1.0000;1.0000;0.9200;1024.00;3160.00;1.0683;
1934126;57;0.0000;0.0000;0.9100;;;;
474291;95;0.5000;0.0000;0.9200;485.00;;;
2172616;37;0.0000;0.0000;0.8800;;;;
1000128;257;0.8800;0.0000;0.9200;5437.00;;;
2881406;573;0.8900;0.0000;0.9100;529.00;;;
941428;2355;1.0000;1.0000;0.9100;3444.00;;0.3945;
840477;1;;;0.9400;;;;
1994945;1;;;0.9300;;;;
516708;36;0.0000;0.0000;0.9300;;;;
969173;598;0.9200;0.7100;0.9100;2309.00;;1.2783;
1141858;57;0.0000;0.0000;0.9300;;;;
2080311;390;1.0000;1.0000;0.8600;6090.00;;1.2180;
1058183;57;0.0000;0.0000;0.9200;;;;
1148585;63;1.0000;;0.9100;208.00;850.00;0.2518;
2627449;272;0.8600;0.5000;0.8700;175.00;;0.5063;
1946966;85;0.5000;0.0000;0.9200;161.00;;;
2282555;1350;1.0000;1.0000;0.8800;6825.00;;0.8643;
2970321;2226;0.9900;0.9200;0.8500;1459.00;;1.9939;
64465;57;0.0000;0.0000;0.9200;;;;
2121480;1402;0.9800;0.6700;0.9600;2091.00;;1.4641;
2397028;29;1.0000;1.0000;0.9200;75.00;;0.1027;
1806140;22;1.0000;1.0000;0.9100;82.00;670.00;0.1224;
1647141;236;0.8800;0.0000;0.9000;308.00;;;
2520489;1;;;0.9100;;;;
2628966;149;1.0000;1.0000;0.3100;1623.00;;0.5633;
2292075;1;;;0.9300;;;;
921719;36;0.0000;0.0000;0.9200;;;;
2545686;57;0.0000;0.0000;0.9200;;;;
1459442;1;;;0.9200;;400.00;;
1166140;1587;0.9300;0.3600;0.9100;37187.00;;2.0903;
1316607;1;;;0.9300;;;;
520514;50;1.0000;1.0000;0.8600;123.00;800.00;0.1613;
597142;36;0.0000;0.0000;0.9100;;;;
1282549;92;0.5000;0.0000;0.9900;204.00;1670.00;;
2209262;2;;;0.9300;;5090.00;;
405976;147;0.8300;0.6700;0.9400;530.00;;0.4308;
2656520;111;0.6700;0.5000;0.8900;180.00;;0.2069;
489518;1;;;0.9300;;;;
786820;2;;;0.9300;;;;
106324;149;1.0000;1.0000;0.9300;331.00;;0.5918;
1937855;357;1.0000;1.0000;0.8800;450.00;;0.7300;
193819;69;0.5000;0.0000;0.9100;316.00;;;
707095;64;0.0000;0.0000;1.1200;;;;
2052624;889;0.8100;0.6900;0.9000;726.00;;1.4290;
2772002;3;;;0.9200;761.00;;;
1347220;239;1.0000;1.0000;0.4700;303.00;;0.1852;
966144;1;;;0.9300;;;;
1701596;935;0.8900;0.5600;0.9200;7316.00;20490.00;0.7972;
312770;582;1.0000;1.0000;0.8800;4510.00;;1.0444;
585011;1;;;0.9300;;;;
638201;1445;1.0000;1.0000;0.7800;7280.00;;0.6980;
613350;646;0.9500;0.5000;0.9200;1950.00;;1.4397;
875037;1;;;0.9100;;2080.00;;
657805;1;;;0.9100;;2120.00;;
2560660;176;1.0000;1.0000;0.9200;762.00;;0.7396;
1141149;679;1.0000;1.0000;0.9200;3224.00;;1.1860;
938988;1;;;0.9400;360.00;;;
1606237;54;1.0000;1.0000;0.9300;102.00;;0.1063;
576460;4;;;0.9300;;400.00;;
717668;57;0.0000;0.0000;0.9200;;;;
372256;1465;1.0000;1.0000;0.9800;1683.00;;0.6034;
870831;33;1.0000;1.0000;0.8900;116.00;1810.00;0.1388;
28993;1;;;0.9300;;;;
1324385;59;1.0000;1.0000;0.9200;766.00;;1.1606;
2195898;1365;0.9800;0.8800;0.9200;12997.00;;1.3031;
2529158;1;;;0.9300;;;;
1328864;2;;;0.9100;;;;
153621;1;;;0.9300;;;;
1528785;279;0.9000;0.5000;0.8900;670.00;;0.3640;
2618154;2168;1.0000;1.0000;0.9100;878.00;;0.2621;
721854;58;1.0000;1.0000;0.8600;336.00;;0.1443;
2572870;1;;;0.9100;;;;
1145485;4;;;0.9300;;;;
357860;64;0.0000;0.0000;0.8600;;6340.00;;
1753126;1;;;0.9300;;;;
2315478;189;1.0000;1.0000;0.6500;500.00;;0.6307;
477384;2;;;0.9300;;;;
2239422;626;1.0000;1.0000;0.9600;10444.00;;0.7191;
2735128;1;;;0.9300;;;;
1967870;655;0.9300;0.3300;0.9900;2683.00;;2.0638;
2941686;1;;;0.9300;;;;
682271;1018;0.9700;0.6700;1.0400;2404.00;;1.4349;
1082507;42;1.0000;1.0000;0.9100;254.00;;0.1758;
3017065;59;1.0000;1.0000;0.8800;884.00;6220.00;0.2853;
2620187;662;0.9800;0.9000;0.9000;848.00;7180.00;0.2430;
2623361;485;1.0000;1.0000;0.8600;1429.00;;0.8495;
2203157;120;0.0000;0.0000;0.9000;;;;
1431969;308;1.0000;1.0000;1.1200;6762.00;9250.00;0.7455;
2249065;251;0.7500;0.0000;0.9200;3287.00;;;
1991069;1;;;0.9300;;;;
3022268;272;1.0000;1.0000;0.8700;1543.00;;0.3580;
2224000;1583;1.0000;1.0000;0.8600;973.00;;0.7862;
2171431;514;1.0000;;0.9300;1944.00;;1.8271;
2073441;1130;1.0000;1.0000;0.9400;1014.00;;0.4678;
691046;1;;;0.9300;;;;
2341705;7;1.0000;1.0000;0.9100;558.00;;0.0213;
1579019;1155;0.9700;0.9300;0.8900;3164.00;;0.7456;
2088927;87;0.5000;0.0000;0.9100;27.00;;;
621839;1;;;0.9200;;;;
2122461;165;1.0000;1.0000;0.9200;250.00;;0.8613;
1806108;64;0.0000;0.0000;0.9100;;940.00;;
1598995;1;;;0.9500;;;;
882788;7;1.0000;1.0000;0.3200;7.00;;0.0140;
2051127;87;0.5000;0.0000;0.8600;55.00;;;
1883828;193;0.7500;0.0000;0.9200;716.00;;;
357578;1;;;0.9300;;;;
1309002;1387;0.9800;0.8000;0.7200;2763.00;;1.1074;
2596418;37;0.0000;0.0000;0.9100;;;;
1712324;64;0.0000;0.0000;0.9000;46.00;;;
2747505;57;0.0000;0.0000;0.9200;;;;
1971014;1;;;0.9100;;;;
64111;1;;;0.9400;;;;
2193792;753;0.8900;0.6300;0.8900;5314.00;;3.2616;
3063143;184;1.0000;1.0000;0.8500;162.00;;0.3000;
2989381;431;0.8600;0.3300;0.9400;4513.00;;1.8124;
2186963;1;;;0.9300;;;;
2526160;57;0.0000;0.0000;0.9400;;;;
2651702;334;0.8000;0.3300;0.9000;213.00;;0.1627;
2139330;1193;1.0000;1.0000;1.0000;3484.00;;1.6509;
481804;2;;;0.9300;;;;
908631;131;0.6700;0.0000;0.9200;440.00;;;
2539393;38;0.0000;0.0000;0.9200;;;;
2529026;248;0.7800;0.6700;0.9200;1833.00;4050.00;0.1289;
2541696;37;0.0000;0.0000;0.9000;;;;
2620713;675;0.9600;0.6700;0.9000;1939.00;;1.0239;
2011497;125;0.7000;0.4000;0.9600;614.00;;0.6253;
1948989;51;1.0000;1.0000;0.9000;60.00;250.00;0.2480;
673714;114;0.0000;0.0000;0.9200;;;;
1977095;166;1.0000;1.0000;0.9500;5161.00;33690.00;0.5728;
739676;36;0.0000;0.0000;0.8700;;;;
2775892;12;1.0000;1.0000;0.8800;1657.00;;0.2076;
1913626;57;0.0000;0.0000;0.9100;;;;
1163027;382;1.0000;1.0000;0.8900;3582.00;;0.5489;
2136427;37;0.0000;0.0000;0.9100;;;;
233740;1026;1.0000;1.0000;1.0600;26276.00;19640.00;0.6586;
1776987;134;1.0000;1.0000;0.8600;1296.00;;0.3456;
2043571;421;0.6000;0.0000;0.9100;553.00;;;
1029293;37;0.0000;0.0000;0.9000;;;;
1745934;87;1.0000;;0.8600;316.00;19960.00;0.0168;
2115095;678;0.9600;0.6700;0.9700;5353.00;;1.0873;
2745632;213;0.8300;0.0000;0.8700;2060.00;;;
1180256;1;;;0.9200;;380.00;;
673730;57;0.0000;0.0000;0.8900;;;;
2628299;45;1.0000;1.0000;0.9200;244.00;;0.0838;
1482620;1921;0.9700;0.6700;1.0200;2461.00;;1.2489;
2625584;1;;;0.9000;;;;
259385;94;0.5000;0.0000;0.9200;104.00;;;
550688;1396;1.0000;1.0000;1.0300;2158.00;3330.00;0.9693;
1444128;432;1.0000;1.0000;0.9200;961.00;;0.7816;
687807;1110;0.9600;0.6700;0.9500;1796.00;;1.1994;
2262409;353;0.9000;0.4300;0.9000;1733.00;;0.8629;
1105282;296;0.9000;0.0000;0.8600;335.00;;;
936518;37;1.0000;;0.8600;;2640.00;0.0000;
2625002;603;0.6800;0.2500;0.9100;817.00;;0.7192;
2441054;49;1.0000;1.0000;0.7300;239.00;;0.0776;
2986600;1;;;0.9100;352.00;1020.00;;
403327;100;0.6700;0.5000;0.9100;167.00;2570.00;0.0650;
2657061;966;0.8600;0.3300;0.8400;668.00;17560.00;1.6030;
2004986;2;;;0.9100;;3270.00;;
136250;1249;1.0000;;0.6200;264.00;;0.4310;
2019236;93;0.5000;0.5000;0.9300;37.00;;0.1156;
1847646;949;1.0000;1.0000;0.9000;5526.00;;0.7346;
766365;91;0.5000;0.5000;0.9300;117.00;;0.1147;
31514;64;0.0000;0.0000;0.9200;;;;
349351;149;0.6700;0.0000;0.8600;104.00;;;
1925394;279;0.7000;0.0000;0.8600;649.00;;;
1685659;426;0.8200;0.3300;1.0000;4291.00;;1.2482;
2381888;1;;;0.9300;;;;
488327;559;0.8800;0.6300;0.9200;253.00;;0.3163;
549141;92;1.0000;1.0000;0.9200;162.00;;0.3673;
1306460;127;0.6700;0.0000;0.8600;64.00;;;
33341;39;1.0000;1.0000;0.9200;165.00;;0.1433;
2143882;175;1.0000;1.0000;0.9000;1350.00;;0.6798;
2531732;160;0.8300;0.7500;0.9000;560.00;;0.2768;
1705833;41;0.0000;0.0000;0.9300;;620.00;;
2073274;442;1.0000;1.0000;1.0300;2621.00;5210.00;0.9923;
348020;588;0.9400;0.5000;0.9200;674.00;;1.8816;
1774229;84;1.0000;1.0000;0.9200;216.00;;0.3042;
2305265;915;0.9700;0.6700;0.9100;1960.00;;0.9311;
2453918;668;0.9100;0.6000;0.9400;947.00;;1.8644;
95158;470;0.9400;0.0000;0.9200;2106.00;;;
2332309;1916;0.9800;0.8800;0.9500;2961.00;;1.5339;
2642927;528;1.0000;1.0000;0.6500;625.00;;0.2223;
2658147;514;1.0000;1.0000;0.9900;1760.00;;1.2160;
3027143;1;;;0.9300;;;;
455384;3;;;0.9300;;;;
261459;198;0.8600;0.0000;0.9100;612.00;;;
1344878;1653;0.9500;0.7700;0.9700;3356.00;;0.4904;
250138;659;0.8800;0.2500;0.6400;406.00;;0.7350;
2655626;64;0.0000;0.0000;0.8600;;;;
2772624;51;1.0000;1.0000;0.8600;368.00;;0.4074;
476981;57;0.0000;0.0000;0.9200;;;;
2945316;106;0.8000;0.6700;0.9400;1235.00;;0.3161;
2428601;1316;0.9900;0.9400;1.1300;15314.00;47190.00;0.6778;
1903494;59;0.0000;0.0000;0.9200;;;;
2051599;74;0.5000;0.5000;0.9200;192.00;;0.0575;
713078;127;0.0000;0.0000;0.8600;;3530.00;;
258618;57;0.0000;0.0000;0.9200;;;;
2542558;699;0.9200;0.5000;0.9400;2723.00;;1.0322;
1901473;1;;;0.9400;;;;
472082;7;1.0000;1.0000;0.9200;18.00;;0.0234;
645371;169;1.0000;1.0000;1.5900;5582.00;;0.2721;
1639933;9;1.0000;1.0000;0.9000;44.00;720.00;0.0611;
2880325;2262;0.9800;0.8800;0.8900;2078.00;2560.00;0.7474;
1422519;1;;;0.9300;;;;
248364;188;1.0000;1.0000;0.9200;2100.00;;0.3728;
2967321;1;;;0.9300;;;;
86684;627;0.0000;0.0000;0.9200;;;;
519781;67;1.0000;1.0000;2.4000;698.00;9895.00;0.0705;
1503667;914;0.9700;0.8000;1.0700;18525.00;;1.0397;
101637;1;;;0.9400;;;;
588347;1975;0.9900;0.7500;0.9300;9521.00;;1.5292;
1605307;88;0.6700;0.6700;0.3900;48.00;;0.1091;
1924477;2262;0.9700;0.4300;0.8700;1978.00;;0.9438;
822392;1;;;0.9300;;;;
2605849;138;0.5000;0.3300;0.9200;224.00;;0.3429;
2469803;1;;;0.9300;;;;
677706;130;1.0000;1.0000;0.9100;229.00;;0.4756;
361645;639;1.0000;1.0000;0.9200;6789.00;;0.9903;
871208;122;1.0000;1.0000;0.3900;696.00;21080.00;0.0886;
2942709;577;0.7800;0.3300;0.9000;1743.00;;2.2696;
936166;297;1.0000;1.0000;0.6200;299.00;890.00;0.5885;
1169880;58;0.0000;0.0000;0.9200;764.00;;;
807048;290;0.7800;0.0000;0.9100;665.00;;;
2699744;2;;;0.9100;237.00;;;
1635970;221;1.0000;;0.9600;490.00;1130.00;0.8717;
1137093;128;0.0000;0.0000;0.9200;;;;
1793105;1136;0.9300;0.7000;0.9800;422.00;380.00;1.0537;
2426304;1;;;0.9100;;680.00;;
2967300;151;0.7500;0.0000;0.8900;618.00;;;
1563857;93;0.0000;0.0000;0.9200;;;;
1215480;583;1.0000;1.0000;0.9500;1715.00;;1.1853;
2914874;887;0.9800;0.8100;0.9600;9040.00;;1.7104;
990216;176;0.0000;0.0000;0.9300;;;;
1320535;308;1.0000;1.0000;0.9100;1797.00;;0.4839;
2419870;2;;;0.9300;;;;
921216;2;1.0000;1.0000;0.9200;21.00;;0.0198;
409695;1017;0.8900;0.7200;0.9700;22073.00;;2.1162;
2115144;1155;0.9800;0.6700;0.9100;6600.00;;0.4655;
1850487;879;1.0000;1.0000;0.9600;1943.00;9160.00;0.7250;
2727173;1607;1.0000;1.0000;0.9900;6222.00;34030.00;1.1706;
2126551;1578;0.9800;0.6000;0.9000;1884.00;;0.9283;
1134622;266;1.0000;1.0000;1.3400;2955.00;16550.00;0.3110;
2306762;64;0.0000;0.0000;0.9200;;;;
2337194;1;;;0.9100;;4390.00;;
1912490;3;;;0.9300;;880.00;;
143991;1134;0.9200;0.7000;0.8100;4799.00;;2.2831;
213801;147;0.7500;0.0000;0.9200;561.00;;;
2567673;36;0.0000;0.0000;0.9100;;;;
915457;64;0.0000;0.0000;0.8700;;;;
2243561;1371;0.9800;0.6700;0.9700;8704.00;;2.0466;
770980;67;0.0000;0.0000;0.9500;;2380.00;;
1859906;36;0.0000;0.0000;0.9300;;;;
2341548;346;0.5000;0.1700;0.9100;776.00;;3.1821;
2598718;6;1.0000;1.0000;0.9200;94.00;;0.0259;
1722311;114;1.0000;1.0000;0.9400;440.00;;0.4175;
1278625;827;1.0000;1.0000;1.2400;21262.00;45630.00;1.4148;
2120629;2447;1.0000;1.0000;1.0100;2151.00;;0.7344;
555438;469;0.8700;0.0000;0.8900;1356.00;;;
2647331;25;1.0000;1.0000;0.8600;83.00;1460.00;0.0568;
1580713;101;1.0000;1.0000;0.9100;233.00;;0.3426;
1221946;54;1.0000;1.0000;0.9200;67.00;;0.1031;
1199561;224;0.8600;0.5000;0.9200;4870.00;;0.3301;
1432866;161;1.0000;1.0000;0.9200;881.00;;3.3400;
1077581;83;0.5000;0.0000;0.9200;198.00;;;
564193;97;0.5000;0.0000;0.9100;26.00;;;
1429997;1;;;0.9500;;;;
1285864;1;;;0.9600;;;;
2773836;59;0.0000;0.0000;0.9300;;;;
1755026;1;;;0.9300;;;;
81123;20;1.0000;1.0000;0.9100;88.00;;0.1492;
2244596;66;0.0000;0.0000;0.9300;;;;
1121840;485;0.9700;0.8600;0.9400;272.00;;0.0935;
1035179;36;0.0000;0.0000;0.9000;;;;
886412;9;;;0.9300;;610.00;;
480481;88;1.0000;1.0000;0.8800;365.00;5820.00;0.1273;
585827;215;0.5000;0.0000;0.9200;775.00;;;
980977;2314;0.9700;0.6100;0.9900;591.00;470.00;0.9426;
1388226;119;0.6700;0.0000;0.7400;341.00;2000.00;;
2510675;558;1.0000;1.0000;0.9200;662.00;;1.4086;
90620;131;0.0000;0.0000;0.9300;63.00;;;
2272200;638;1.0000;1.0000;0.8600;1421.00;;1.1069;
2325811;95;1.0000;1.0000;0.8600;1297.00;;0.3300;
384910;787;0.9700;0.8200;0.9100;1527.00;;0.6097;
610760;281;1.0000;1.0000;0.9200;378.00;;1.1125;
2020474;308;1.0000;;0.8600;8647.00;14830.00;0.5895;
2776261;743;1.0000;1.0000;0.9000;874.00;;0.9824;
1310198;44;1.0000;1.0000;0.9200;552.00;;0.1167;
2091851;2;;;0.9300;;;;
327869;1;;;0.9300;;;;
3010722;221;0.6700;0.0000;0.8900;408.00;;;
2797909;269;0.9100;0.5000;0.7400;2206.00;;1.1765;
2910359;92;0.5000;0.0000;0.9200;379.00;;;
2476437;2522;0.9800;0.8600;1.0400;6286.00;;7.4988;
563880;235;0.8800;0.6700;0.9300;1158.00;;0.6054;
412322;64;0.0000;0.0000;0.9800;;;;
2572065;36;0.0000;0.0000;0.9200;;;;
2150229;1;;;0.9300;169.00;;;
510353;1;;;0.9300;;;;
2165272;64;0.0000;0.0000;0.9100;;410.00;;
2027039;643;0.7200;0.2200;0.9600;4539.00;13380.00;1.1815;
2561127;64;0.0000;0.0000;0.9100;;1520.00;;
1487811;57;0.0000;0.0000;0.9200;;;;
6985;175;0.7500;0.0000;0.9100;180.00;;;
1466501;92;0.5000;0.0000;0.9200;119.00;;;
1831706;1179;1.0000;1.0000;0.8300;1207.00;;0.2656;
2043561;1;;;0.9300;;;;
1628080;639;1.0000;1.0000;0.9800;6954.00;;1.0298;
2971395;67;1.0000;1.0000;0.9000;175.00;4020.00;0.0435;
1318342;1176;0.9200;0.6100;1.0200;4517.00;610.00;4.6835;
2056925;30;1.0000;1.0000;0.9100;636.00;13180.00;0.1242;
3052443;36;0.0000;0.0000;0.9200;;;;
1059475;158;0.6700;0.0000;0.8600;82.00;;;
2570540;8;;;0.9300;6121.00;;;
2320909;2326;1.0000;1.0000;1.1000;6286.00;;1.3636;
2910853;1;;;0.9100;;1440.00;;
972191;29;1.0000;1.0000;0.9300;200.00;;0.1031;
1312807;21;1.0000;1.0000;0.9000;80.00;;0.0430;
1477943;496;0.9300;0.0000;0.9100;627.00;;;
2290628;529;1.0000;1.0000;0.9300;1249.00;;0.9899;
2177375;2;;;0.9300;25.00;;;
1935977;1;;;0.9300;;;;
2733733;1;;;0.9300;;;;
2370870;66;0.0000;0.0000;0.9200;;;;
935832;1;;;0.9300;;;;
613601;239;1.0000;1.0000;0.9200;1053.00;;0.7381;
550385;1162;0.9400;0.5700;0.9800;3792.00;;2.0064;
1515905;2414;1.0000;1.0000;1.0600;2940.00;;1.1946;
2605264;316;1.0000;1.0000;0.6500;3196.00;22010.00;0.3330;
783291;57;0.0000;0.0000;0.9000;;;;
679721;105;0.0000;0.0000;0.9300;;;;
447482;107;0.6700;0.5000;0.9400;127.00;;0.2162;
2433689;862;0.9300;0.3300;0.8400;1284.00;;1.3340;
3008752;60;0.0000;0.0000;0.9200;70.00;;;
690277;57;0.0000;0.0000;0.9200;;;;
775992;37;0.0000;0.0000;0.9200;;;;
1547862;562;0.9500;0.0000;0.9700;1697.00;;;
950415;323;0.9100;0.5000;0.9500;1118.00;;0.9810;
595976;2;;;0.9300;;;;
710270;120;1.0000;1.0000;0.9200;2408.00;;1.1288;
1390210;219;0.8600;0.5000;0.9200;242.00;;0.7000;
1297954;257;0.8600;0.0000;0.9200;1068.00;;;
449271;639;0.9800;0.8600;0.9300;6118.00;2470.00;3.7518;
2958557;190;1.0000;1.0000;0.9200;1209.00;;0.7161;
624775;329;0.7000;0.0000;0.9200;532.00;;;
2323433;384;1.0000;1.0000;0.8900;10278.00;;1.0014;
932183;144;1.0000;1.0000;0.9200;172.00;;0.3229;
1392679;481;0.9300;0.0000;1.0000;1266.00;;;
1803187;64;0.0000;0.0000;0.8700;;310.00;;
1864460;43;0.5000;0.0000;0.9300;13.00;;;
1874841;101;1.0000;1.0000;0.8600;701.00;;0.2958;
2379620;47;1.0000;1.0000;0.5700;162.00;;0.1575;
1472056;2435;0.9900;0.6700;0.9200;5345.00;;1.1503;
2476070;1865;0.9900;0.9900;1.0400;14459.00;83180.00;0.6865;
1064106;721;1.0000;1.0000;0.9200;3106.00;;1.1839;
2128386;154;1.0000;1.0000;0.9100;690.00;;0.3791;
689998;8;1.0000;1.0000;0.9200;4.00;;0.0095;
1359428;1;;;0.9100;2672.00;;;
1967843;91;0.5000;0.0000;0.9200;141.00;;;
1788329;40;1.0000;;0.8600;;2480.00;0.0000;
2216377;2208;0.9800;0.7700;0.9100;6035.00;;1.6815;
1135406;421;0.8500;0.0000;0.9100;236.00;;;
1010520;129;0.7500;0.0000;0.9000;579.00;;;
660722;2200;1.0000;1.0000;1.0100;4741.00;;0.8235;
1742911;2393;1.0000;1.0000;1.0600;9667.00;;0.5690;
1650252;1;;;0.9300;;;;
136329;243;0.5000;0.0000;0.9000;1071.00;;;
127968;222;0.8800;0.0000;0.9100;378.00;;;
387547;4;;;0.9400;;;;
1397260;78;1.0000;1.0000;0.5400;1155.00;;0.5413;
2020715;1910;0.9500;0.7700;0.8700;959.00;680.00;1.5353;
1035886;176;1.0000;1.0000;0.8700;130.00;;0.2000;
1288031;26;1.0000;1.0000;0.9300;51.00;;0.0911;
1140331;37;0.0000;0.0000;0.9100;;;;
515886;36;0.0000;0.0000;0.9100;78.00;;;
526627;57;0.0000;0.0000;0.8600;;;;
1738973;1430;0.9700;0.8900;0.9900;5083.00;14670.00;0.8085;
772819;120;0.6700;0.0000;0.9200;558.00;;;
2560402;1063;0.9800;0.5000;0.9300;9428.00;;0.7368;
2102713;104;0.5000;0.0000;0.9200;289.00;;;
1295633;22;;;0.9300;;;;
439568;180;0.6700;0.3300;0.9200;370.00;;0.5645;
45369;2299;0.9900;0.7500;0.9600;1866.00;3670.00;0.6866;
1983099;142;1.0000;1.0000;0.9100;13091.00;;0.4016;
1052498;534;0.9500;0.5000;0.8700;5014.00;;0.4720;
244357;128;1.0000;1.0000;0.9100;442.00;;0.4320;
349587;593;1.0000;;0.8600;2379.00;;0.7134;
2165414;1;;;0.9300;;;;
2657448;26;1.0000;1.0000;0.8700;2996.00;;0.0464;
466092;485;1.0000;;0.8600;539.00;;0.8896;
945971;1;;;0.9300;;;;
354378;590;1.0000;1.0000;0.9700;3795.00;13130.00;1.0790;
2429498;2;;;0.9300;5570.00;;;
908981;1;;;0.9300;;;;
1487602;54;1.0000;1.0000;0.9200;288.00;;0.2057;
725993;243;1.0000;;0.8600;6765.00;14450.00;0.6126;
252169;2;1.0000;1.0000;0.8700;59.00;;;
1982876;1;;;0.9300;;;;
2563695;98;1.0000;1.0000;1.0800;2692.00;39730.00;0.1684;
1048592;400;0.9200;0.5000;0.7800;2139.00;4730.00;0.7812;
450860;3;;;0.9200;;;;
513481;2;;;0.9300;;;;
1981157;122;0.5000;0.0000;0.9300;37.00;;;
1989933;932;0.8000;0.1800;0.8100;1603.00;;0.4200;
420064;170;1.0000;;0.9100;3635.00;6020.00;0.6787;
702675;1;;;0.9500;;;;
1978647;517;1.0000;1.0000;0.8700;5231.00;7960.00;0.7540;
